pop1 ecotype1 pop2 ecotype2 region1 region2 geography_strict geography_relaxed group_strict group_relaxed intercept recomb_rate ds gene_count
lq benthic lq limnetic bc bc para para para_D para_D -1.48582136725831 -1.68983050545172 -0.879086632164858 -0.0360643612948066
lq benthic mariager marine bc ne allo allo allo_D allo_D -4.54672371615591 -0.187069286665014 0.74208014246087 -0.0389241011665331
lq benthic mh marine bc ns allo allo allo_D allo_D -3.72767427328133 -0.616591632843339 -0.633874791815134 0.0785473043370873
lq benthic mh white bc ns allo allo allo_D allo_D -4.09259022311504 -0.518909436796163 -0.479825370693801 0.0816037578519149
lq benthic misty lake bc bc allo para allo_D para_D -3.42552509128615 -0.367019099354132 0.093548093702255 -0.105970720890702
lq benthic misty stream bc bc allo para allo_D para_D -3.46850391442967 -0.32229313744094 -0.592488479075013 -0.0476257602827301
lq benthic ms marine bc or allo allo allo_D allo_D -1.8156691510248 -0.521154536027944 -2.31575602441308 -0.00198517143520926
lq benthic mud lake bc al allo allo allo_D allo_D -2.10929515157873 -0.204498347619873 -2.45653304108058 0.0349074438312333
lq benthic pcr lake bc or allo allo allo_D allo_D -4.239206568632 -0.120514558448363 0.474292799661843 -0.182527024316403
lq benthic pl lake bc or allo allo allo_D allo_D -2.48658043994456 -0.398807841227586 -0.374984999286439 -0.107810118339159
lq benthic rab marine bc al allo allo allo_D allo_D -1.90289999637609 -0.308611567129391 -1.62621593935552 -0.138201802142818
lq benthic rb stream bc or allo allo allo_D allo_D -5.50496490280382 0.0290402129694738 0.789120887278037 -0.140155870126157
lq benthic res marine bc al allo allo allo_D allo_D -2.7329322136123 -0.424987167389518 -1.5408909903432 0.0181242266063071
lq benthic roberts lake bc bc allo para allo_D para_D -2.9423210260023 -0.398316401862318 -1.38993780631401 0.0145812947170881
lq benthic roberts stream bc bc allo para allo_D para_D -3.12327192300008 -0.509773215186125 -0.692429061343613 -0.0295757770561854
lq benthic sj marine bc or allo allo allo_D allo_D -5.01278415549195 -0.517376093223797 1.7377466031588 -0.127817322263868
lq benthic sk marine bc ns allo allo allo_D allo_D -3.26270428512705 -0.304760389312538 -0.52721118554531 -0.00558117814949453
lq benthic sr marine bc ns allo allo allo_D allo_D -3.66960561088743 -0.276525135124616 -0.0373913598268583 0.0130477612917531
lq benthic sr white bc ns allo allo allo_D allo_D -3.80981944174678 -0.342719411309186 0.211256094555454 0.0152681372920912
lq benthic stl lake bc or allo allo allo_D allo_D -1.96728442063165 -0.418304174541686 -0.781765315851184 -0.144764525313725
lq benthic wc stream bc or allo allo allo_D allo_D -5.13183781729701 -0.235467574944535 1.12483453118503 -0.0327788778943701
lq limnetic al marine bc ns allo allo allo_D allo_D -4.53655299614969 0.0140770027265561 -0.76217817855531 0.070688488479414
lq limnetic bea lake bc al allo allo allo_D allo_D -4.61640551140638 -0.264823650279319 1.32002162835255 -0.128906344456744
lq limnetic boot lake bc bc allo para allo_D para_D -3.17287215601562 -0.0680794278401121 -1.78394465878938 0.0757384537269827
lq limnetic boot stream bc bc allo para allo_D para_D -0.336852507345341 -0.0179565866766649 -4.03097139660816 -0.260759916174957
lq limnetic cl marine bc ns allo allo allo_D allo_D -5.40785989163623 -0.0206120173760437 0.134467612594959 0.129668925550659
lq limnetic cl white bc ns allo allo allo_D allo_D -4.53086881955125 0.0116264490749093 -0.999608818422039 0.123406786783585
lq limnetic constance lake bc sl allo allo allo_D allo_D -5.63465783517095 -0.0846557727025623 1.34886121870492 -0.00540002337109627
lq limnetic constance stream bc sl allo allo allo_D allo_D -6.21013259489336 -0.0776587466040646 1.68352969567118 0.0175186762282859
lq limnetic cp marine bc ns allo allo allo_D allo_D -4.68774754835664 0.0130879758231029 0.0161099308027081 -0.00285612802420059
lq limnetic cr stream bc or allo allo allo_D allo_D -4.99049150860568 -0.162841921245359 0.875855819957434 0.0286263824319791
lq limnetic cs marine bc or allo allo allo_D allo_D -4.5941796682062 -0.356996989143365 0.601674957936926 -0.091635651558823
lq limnetic denmark marine bc ne allo allo allo_D allo_D -5.39544235478981 -0.0673991033856862 0.926946629260473 -0.0357202600732582
lq limnetic geneva lake bc sl allo allo allo_D allo_D -5.35693636647666 -0.0495140188277919 0.526410597894481 0.0595914748379259
lq limnetic geneva stream bc sl allo allo allo_D allo_D -4.70850623594574 -0.0590508622357613 0.46110136931717 -0.0158707004146412
lq limnetic hadsten lake bc ne allo allo allo_D allo_D -3.52184109997843 0.039847912162083 -0.802452335068064 -0.0697012315222122
lq limnetic hald lake bc ne allo allo allo_D allo_D -4.22127441957303 0.0219725858962223 0.0748447993342386 -0.097739899596348
lq limnetic japan japansea bc jp allo allo allo_D allo_D -4.50139727724037 -0.0307917682865793 0.118384662613712 -0.128209785663377
lq limnetic japan marine bc jp allo allo allo_D allo_D -3.93309160147681 -0.340322225128495 0.852829262664649 -0.114513552961996
lq limnetic joes lake bc bc allo para allo_D para_D -5.01201339414954 0.0168602177438895 0.110989364832341 0.00239805219514141
lq limnetic joes stream bc bc allo para allo_D para_D -6.14386187885464 -0.0239145226121474 1.13665945594421 -0.033418277199497
lq limnetic litcampbell marine bc bc allo para allo_D para_D -4.0022850443167 -0.361521286229255 0.823842514700835 -0.107451829474007
lq limnetic ln marine bc ns allo allo allo_D allo_D -4.92069971539334 0.00428400782764535 0.00415713181685332 0.0429771314705225
lq limnetic mariager marine bc ne allo allo allo_D allo_D -3.52933225220999 0.0475378023716765 -0.86999671396896 -0.0821922009766878
lq limnetic mh marine bc ns allo allo allo_D allo_D -4.29513663876665 -0.0339853976900997 -0.450608059010546 0.00984859381430758
lq limnetic mh white bc ns allo allo allo_D allo_D -4.15877982434859 -0.032370725838195 -0.960144004845534 0.0648044350755403
lq limnetic misty lake bc bc allo para allo_D para_D -0.219910741747854 -0.281897849566281 -2.77041805339541 -0.489163315775115
lq limnetic misty stream bc bc allo para allo_D para_D -0.970020208821086 -0.130172110183218 -2.9456043065998 -0.256293432198479
lq limnetic ms marine bc or allo allo allo_D allo_D -7.35786233732643 -0.0777184881078641 2.32070905588241 0.0831158679985743
lq limnetic mud lake bc al allo allo allo_D allo_D -3.80331991430025 -0.104009624599603 -0.501060949986416 0.069684159663977
lq limnetic pcr lake bc or allo allo allo_D allo_D -2.45485113150679 -0.416313442928315 -1.67790037094517 -0.0256563834337392
lq limnetic pl lake bc or allo allo allo_D allo_D -3.75166868947037 -0.133075473385738 -0.170988360215686 0.00839828014729151
lq limnetic rab marine bc al allo allo allo_D allo_D -5.10712676999944 -0.031793135871133 0.497715324749844 -0.0379271961700005
lq limnetic rb stream bc or allo allo allo_D allo_D -4.93767563229941 -0.0385226653381599 0.0713700029358112 -0.0236958186971674
lq limnetic res marine bc al allo allo allo_D allo_D -4.05459948250372 -0.0543436704932271 0.0596297578508085 -0.111058367430412
lq limnetic roberts lake bc bc allo para allo_D para_D -6.23766313642332 -0.0585901356749442 1.96494389849142 -0.0783966744594399
lq limnetic roberts stream bc bc allo para allo_D para_D -4.71769717800916 -0.0574527948510496 0.195893161735141 -0.0931946324320989
lq limnetic sj marine bc or allo allo allo_D allo_D -4.86159166859139 -0.547139084959874 1.33562932578895 -0.188451710954131
lq limnetic sk marine bc ns allo allo allo_D allo_D -5.3121226234498 -0.000360222210762786 0.269508172293721 0.0699981242042674
lq limnetic sr marine bc ns allo allo allo_D allo_D -5.13506640950671 -0.0108052747569329 -0.0133522264650636 0.083058255714229
lq limnetic sr white bc ns allo allo allo_D allo_D -5.03742802469114 -0.0218652067825237 0.414025143284447 0.0446802277678621
lq limnetic stl lake bc or allo allo allo_D allo_D -2.84507568818022 -0.221165537921812 -0.115993887686654 -0.16613075416616
lq limnetic wc stream bc or allo allo allo_D allo_D -4.49952202902023 -0.436705777665769 -0.341680247068012 0.022379558454709
mariager marine al marine ne ns allo allo allo_S allo_S -5.81599756848629 0.0155142965460818 0.891543239778362 0.0528281627001213
mariager marine bea lake ne al allo allo allo_D allo_D -2.57902671493372 -0.320105830897596 -1.0932570444552 -0.0982281088149175
mariager marine boot lake ne bc allo allo allo_D allo_D -5.18949756185688 -0.0584959266656301 0.81664586607876 -0.0236844193881851
mariager marine boot stream ne bc allo allo allo_D allo_D -3.55243961794022 -0.261736501975873 -0.269258203982009 -0.155317637571117
mariager marine cl marine ne ns allo allo allo_S allo_S -5.00297265708023 0.0262284876961066 0.673807439480986 -0.0249310320570083
mariager marine cl white ne ns allo allo allo_D allo_D -5.84966758711437 0.0258285600081866 0.751175117640171 0.0634917166470791
mariager marine constance lake ne sl allo allo allo_D allo_D -4.44570209028558 -0.00916269502573628 0.711655560349914 -0.164944629934639
mariager marine constance stream ne sl allo allo allo_D allo_D -4.5179127400313 -0.00416860507105666 0.659610461260124 -0.163811916676779
mariager marine cp marine ne ns allo allo allo_S allo_S -4.90479654769816 0.00882618468325925 0.412408145584177 0.0226552079737046
mariager marine denmark marine ne ne allo para allo_S para_S -2.27405719493405 -0.0387692175185952 -2.56529541546175 -0.00373857163615811
mariager marine geneva lake ne sl allo allo allo_D allo_D -4.85569693023881 -0.0226376910203259 0.577414508418406 -0.0952575983211262
mariager marine geneva stream ne sl allo allo allo_D allo_D -5.2816255956225 -0.0356221803700129 1.28027026529453 -0.131314040284091
mariager marine japan japansea ne jp allo allo allo_D allo_D -1.93822676207378 -0.442858043789992 -3.5078097099239 0.0160244343534679
mariager marine japan marine ne jp allo allo allo_S allo_S -4.22621884217671 -0.173403033837239 -0.19945812884891 -0.0361070853608388
mariager marine joes lake ne bc allo allo allo_D allo_D -5.02534969074682 -0.0862263575077069 0.663814298244653 -0.150063423216959
mariager marine joes stream ne bc allo allo allo_D allo_D -4.96880250938489 -0.0716394498792596 0.661694913616889 -0.120630874132768
mariager marine litcampbell marine ne bc allo allo allo_S allo_S -6.34852198568056 0.0197252361304641 1.24084872982993 0.0347538726843432
mariager marine ln marine ne ns allo allo allo_S allo_S -5.1071277785358 0.0244697263541174 0.270264076226884 0.065085010899249
mariager marine mh marine ne ns allo allo allo_S allo_S -5.6229402021555 0.0313481869196083 1.30391952578062 -0.0419565585569586
mariager marine mh white ne ns allo allo allo_D allo_D -5.55898152694458 0.0375863652718191 1.47162258514929 -0.132595331908446
mariager marine misty lake ne bc allo allo allo_D allo_D -4.57353367533943 -0.0738574416137205 0.36774942013691 -0.053013959707308
mariager marine misty stream ne bc allo allo allo_D allo_D -4.01150235027636 -0.153311770405402 0.259009426125969 -0.11068291832802
mariager marine mud lake ne al allo allo allo_D allo_D -1.86696037734641 -0.357910081346099 -1.90792874506711 -0.0328608069973094
mariager marine rab marine ne al allo allo allo_S allo_S -4.2665727490615 -0.0277116804595072 -0.405290391589605 -0.0193889367579279
mariager marine res marine ne al allo allo allo_S allo_S -3.37479392219926 -0.0348024718325747 -0.993307446249199 -0.157678066236341
mariager marine roberts lake ne bc allo allo allo_D allo_D -3.68030240645941 -0.091638912585464 -0.368396478203326 -0.0414586393005536
mariager marine roberts stream ne bc allo allo allo_D allo_D -3.46919162782947 -0.121971983951963 -0.533436774062969 -0.0585316785900478
mariager marine sk marine ne ns allo allo allo_S allo_S -5.73115993187333 0.016153702095603 1.07338316081575 0.0346930797302104
mariager marine sr marine ne ns allo allo allo_S allo_S -5.21974697841742 0.0134517777798246 0.608567901053255 0.00170247633958625
mariager marine sr white ne ns allo allo allo_D allo_D -5.25681346035366 0.0314310106065658 0.322775343332945 0.0570140646198576
mh marine mh white ns ns para para para_D para_D -4.27934472390405 -0.00682743616635201 -0.959324186081027 -0.199356397525058
mh marine sk marine ns ns allo para allo_S para_S -6.6525562801401 -0.0326007597230805 0.713671160765219 0.0412795980499599
mh marine sr marine ns ns para para para_S para_S -8.2865697163164 0.0389136868852495 2.19858431907115 -0.0614026092748272
mh marine sr white ns ns para para para_D para_D -3.41018578887228 -0.000370581362155905 -1.94612346740985 -0.416669085399916
mh white sk marine ns ns allo para allo_D para_D -6.25976012583298 0.0258388696068308 0.795963919964068 -0.0769843475721894
mh white sr marine ns ns para para para_D para_D -6.30145158577999 -0.0574952662134346 1.42697942893701 -0.163896484485701
mh white sr white ns ns para para para_S para_S -8.37658224344557 0.0229109146701659 1.63592732645738 0.164230812316551
misty lake al marine bc ns allo allo allo_D allo_D -2.56202724646223 0.00385673425103152 -1.88190045741494 -0.111087326375235
misty lake cl marine bc ns allo allo allo_D allo_D -4.21913714746222 0.0299657756070457 -1.13346650890243 0.0785819858909345
misty lake cl white bc ns allo allo allo_D allo_D -2.9009850908732 0.0219476707733869 -2.16278097604254 0.0106857383296622
misty lake cp marine bc ns allo allo allo_D allo_D -2.21754398502667 -0.298737070431558 -1.58002705602406 -0.106260884259269
misty lake ln marine bc ns allo allo allo_D allo_D -4.58223366440056 -0.000368255179911929 -0.11991887938975 0.00836154768881785
misty lake mh marine bc ns allo allo allo_D allo_D -3.41013772720803 0.0406712185646805 -2.06146732784839 0.0101991293722519
misty lake mh white bc ns allo allo allo_D allo_D -4.1034260813483 0.0379713527190485 -0.949297665372638 -0.0694523438858005
misty lake misty stream bc bc para para para_D para_D -4.01632598655532 0.0263865188581276 -1.08687678399353 -0.324000348440826
misty lake roberts lake bc bc allo para allo_S para_S -3.92709746540967 -0.198622296015842 -0.190777902834791 -0.0356037803383512
misty lake roberts stream bc bc allo para allo_D para_D -4.23655482994988 -0.177169254070132 -0.0242551305479874 -0.0312826995794254
misty lake sk marine bc ns allo allo allo_D allo_D -3.07149761923801 -0.262042144710421 -0.397898173367676 -0.192453978687293
misty lake sr marine bc ns allo allo allo_D allo_D -2.21239676502881 0.00609349968969521 -2.09242560723158 -0.155576744402387
misty lake sr white bc ns allo allo allo_D allo_D -3.65249496232535 -0.00713175221225739 -0.523394886211307 -0.0829226021057492
misty stream al marine bc ns allo allo allo_D allo_D -2.43005849284465 -0.0132620804564665 -1.48532909508511 -0.161451048861148
misty stream cl marine bc ns allo allo allo_D allo_D -4.46106602974746 0.0284671513054789 -0.0254391664949123 -0.0187116841169739
misty stream cl white bc ns allo allo allo_D allo_D -3.31662233756118 0.00982004559635328 -1.09200507806879 -0.0309053085995134
misty stream cp marine bc ns allo allo allo_D allo_D -1.99382677796206 -0.246608188170597 -1.53317957291635 -0.125869903837555
misty stream ln marine bc ns allo allo allo_D allo_D -4.26601756830656 -0.0183403840959408 -0.127776784535459 -0.0219788025711338
misty stream mh marine bc ns allo allo allo_D allo_D -3.08377926655381 0.0215418061721766 -0.91937702271284 -0.149385094633138
misty stream mh white bc ns allo allo allo_D allo_D -2.38347253918149 0.0271902589058958 -2.0065346754807 -0.126814980631047
misty stream roberts lake bc bc allo para allo_D para_D -3.75914995487704 -0.281261403428476 -0.160064220856104 -0.0254260255508979
misty stream roberts stream bc bc allo para allo_S para_S -4.77858803239094 -0.25467627730597 0.564484386189777 0.0107243795433506
misty stream sk marine bc ns allo allo allo_D allo_D -3.32566017975109 -0.239667969539223 0.152494484835567 -0.155922484226099
misty stream sr marine bc ns allo allo allo_D allo_D -2.11647525367816 0.00180998627950613 -1.68057113725098 -0.226475440746763
misty stream sr white bc ns allo allo allo_D allo_D -2.74128593580097 -0.0210042007767433 -1.32828883083111 -0.0715907156439124
ms marine al marine or ns allo allo allo_S allo_S -2.56702550926101 0.0424496114917861 -1.675999241008 -0.197964960386828
ms marine bea lake or al allo allo allo_D allo_D -3.37486782356815 -0.11979140238142 -0.249465673350641 -0.11307833729018
ms marine boot lake or bc allo allo allo_D allo_D -5.10561658810371 -0.531136818256466 0.952430410842984 0.0732488372685397
ms marine boot stream or bc allo allo allo_D allo_D -3.27091178555515 -0.490704980853298 -0.0111388022320438 -0.0798695293560495
ms marine cl marine or ns allo allo allo_S allo_S -5.82125540894684 0.0443730806076389 0.904858849882984 -0.0495320042086952
ms marine cl white or ns allo allo allo_D allo_D -3.99237395049763 0.0434868122331972 -0.833890846430413 -0.0878936678734651
ms marine constance lake or sl allo allo allo_D allo_D -5.26453266442424 -0.0208173012603238 -0.13821290211978 0.0745583839596664
ms marine constance stream or sl allo allo allo_D allo_D -5.19126604589803 -0.0939713992634343 0.271953715610764 0.0580839715208804
ms marine cp marine or ns allo allo allo_S allo_S -2.12901229931376 -0.0399009533635525 -2.29623186797759 -0.0827910821562526
ms marine denmark marine or ne allo allo allo_S allo_S -4.79087946741774 -0.0818346393097634 0.227030024671181 0.00136571230293092
ms marine geneva lake or sl allo allo allo_D allo_D -5.06293164437017 -0.0319753944359997 -0.138112327249114 0.0672899671462307
ms marine geneva stream or sl allo allo allo_D allo_D -4.38355612639088 0.00101617132774458 -1.70094407078211 0.131394333434447
ms marine hadsten lake or ne allo allo allo_D allo_D -4.73853150053521 0.0139221352586388 0.422227661789178 -0.141824564348441
ms marine hald lake or ne allo allo allo_D allo_D -5.22989353415319 0.0107534206655202 0.86043628392247 -0.10977840333224
ms marine japan japansea or jp allo allo allo_D allo_D -3.81592401520693 -0.163912007687794 -0.0724202831809089 -0.190809099858877
ms marine japan marine or jp allo allo allo_S allo_S -3.49001922044117 -0.14414014619564 -0.226114323532328 -0.0560776620747119
ms marine joes lake or bc allo allo allo_D allo_D -2.76329982960275 -0.503004476293031 -0.901566630017033 0.0440589684043578
ms marine joes stream or bc allo allo allo_D allo_D -3.83438608415877 -0.539840734334585 0.146232545127456 0.0641903589000153
ms marine litcampbell marine or bc allo allo allo_S allo_S -2.76478341718388 -0.0282136487569105 -2.49515932507777 0.0415526109885728
ms marine ln marine or ns allo allo allo_S allo_S -2.97106765185056 0.03038678931535 -1.46157863609197 -0.0883581964986894
ms marine mariager marine or ne allo allo allo_S allo_S -4.84167296859983 0.0173168193900253 0.488687086440302 -0.0730916020229572
ms marine mh marine or ns allo allo allo_S allo_S -4.42030167087228 0.0389004724815462 -0.176814386700768 -0.195098355925346
ms marine mh white or ns allo allo allo_D allo_D -2.51734127653261 -0.760255615565462 -1.65943685999389 -0.0627040192694367
ms marine misty lake or bc allo allo allo_D allo_D -3.09467802389351 -1.12422138600139 0.370898024855536 0.0375298353745263
ms marine misty stream or bc allo allo allo_D allo_D -4.14147191213626 -0.98469351224926 0.928544650730261 0.0839110842335704
ms marine mud lake or al allo allo allo_D allo_D -3.97064487647438 -0.0717512903342635 0.324166391253827 -0.108826662328296
ms marine pcr lake or or allo para allo_D para_D -3.72759778186317 -0.779357147471918 0.586033240858377 -0.0991062267334464
ms marine pl lake or or allo para allo_D para_D -2.53799623948878 -0.647770478078511 -1.30776911308172 -0.259497742010469
ms marine rab marine or al allo allo allo_S allo_S -4.24121664346774 -0.0113352506113912 -0.0317436416802362 -0.0827970455428608
ms marine rb stream or or allo para allo_D para_D -2.12826966188797 -0.815866496398211 -1.49931394929466 -0.00656539902237781
ms marine res marine or al allo allo allo_S allo_S -4.55592676187896 -0.0288445130308423 0.793263474779577 -0.207109213796874
ms marine roberts lake or bc allo allo allo_D allo_D -3.07302970637277 -0.61501973692416 -0.352400680622056 0.0286929320283402
ms marine roberts stream or bc allo allo allo_D allo_D -3.2613196625534 -0.961905448139478 -0.155016606653694 0.104425768377436
ms marine sj marine or or allo para allo_S para_S -5.20938888353677 -0.0958335834382665 0.406808557973288 0.00349419237962381
ms marine sk marine or ns allo allo allo_S allo_S -4.51566679989558 0.0182950898754208 0.167677766287415 -0.144144035565664
ms marine sr marine or ns allo allo allo_S allo_S -3.58170120656008 0.0409849560419763 -0.382296223691068 -0.250698196504405
ms marine sr white or ns allo allo allo_D allo_D -3.42760199014098 0.0341527369722682 -1.06517896336141 -0.112591246339825
ms marine stl lake or or allo para allo_D para_D -2.3721409273285 -0.88174523264201 -1.69991619885878 -0.110616838927549
ms marine wc stream or or allo para allo_D para_D -4.33324884193655 -0.082561069334419 -0.550875329480474 0.0438527539967617
mud lake al marine al ns allo allo allo_D allo_D -3.30327167406049 -0.269957298020998 -0.120212217714762 -0.046039177745576
mud lake boot lake al bc allo allo allo_S allo_S -5.46390189297928 -0.0483190658568993 0.913028514576754 -0.0274573250555106
mud lake boot stream al bc allo allo allo_D allo_D -3.93142439649191 0.0267826941030174 -0.205227999670196 -0.201048443207987
mud lake cl marine al ns allo allo allo_D allo_D -3.40196789977007 -0.0143901824032901 -0.353985393681096 -0.0902786534021235
mud lake cl white al ns allo allo allo_D allo_D -2.55208141813255 -0.0156136880040819 -2.03609988496743 0.0225919508827544
mud lake constance lake al sl allo allo allo_S allo_S -4.35999645437005 -0.0359592135494618 0.0519402354368779 -0.100801068316549
mud lake constance stream al sl allo allo allo_D allo_D -4.27899157939306 -0.0153922382424133 -0.259762074585001 -0.062963154182119
mud lake cp marine al ns allo allo allo_D allo_D -5.07584273526134 -0.222387804856387 1.1715707100591 0.0202562904609648
mud lake denmark marine al ne allo allo allo_D allo_D -5.28846853007118 -0.0624190977964228 0.743876194388907 -0.00349940818925335
mud lake geneva lake al sl allo allo allo_S allo_S -4.91841662020426 -0.00493678419212752 0.359674965026365 -0.0648193956212199
mud lake geneva stream al sl allo allo allo_D allo_D -4.7350836362603 0.00156843817026367 0.29326256598403 -0.113703194723799
mud lake japan japansea al jp allo allo allo_D allo_D -4.87267693857331 -0.101645495986897 0.796959802719628 -0.17944833613049
mud lake japan marine al jp allo allo allo_D allo_D -1.87840774390158 -0.668985856914854 -1.67353796490381 -0.00115808411540778
mud lake joes lake al bc allo allo allo_S allo_S -5.30688884854016 0.00329763096102472 1.27693113335491 -0.200102707603114
mud lake joes stream al bc allo allo allo_D allo_D -4.7724436541146 0.0121533600674236 0.967074083120166 -0.262001880450004
mud lake litcampbell marine al bc allo allo allo_D allo_D -5.68104871873441 -0.0715440313998648 0.262436125460456 0.123137927575106
mud lake ln marine al ns allo allo allo_D allo_D -4.55641993863615 -0.200695366104382 0.605843912343482 0.0227552248937448
mud lake mh marine al ns allo allo allo_D allo_D -1.61043852312933 0.000667819456938861 -2.33657963732055 -0.0860729165958575
mud lake mh white al ns allo allo allo_D allo_D -1.74723653489387 0.014979994951846 -2.87122946532053 -0.0126182705177612
mud lake misty lake al bc allo allo allo_S allo_S -5.29587616361596 -0.00543698315205039 1.01237725099954 -0.0561416624155158
mud lake misty stream al bc allo allo allo_D allo_D -4.8821364982997 0.00696098030137394 0.734049574472638 -0.130240579430741
mud lake rab marine al al allo para allo_D para_D -2.04263959920033 -0.676246590171046 -1.23083666399619 0.00345954764333683
mud lake res marine al al allo para allo_D para_D -3.28428200841895 -0.431197457730826 -0.130198060505736 0.0243875593501983
mud lake roberts lake al bc allo allo allo_S allo_S -5.08047701662722 0.000928687254307003 0.683506128819429 -0.0915639400541574
mud lake roberts stream al bc allo allo allo_D allo_D -5.76525215038371 0.0234051536875483 1.0735551715356 -0.0646529825077804
mud lake sk marine al ns allo allo allo_D allo_D -2.59652456863908 0.00413667450865903 -1.33488485619712 -0.120146555985315
mud lake sr marine al ns allo allo allo_D allo_D -3.1652479283487 -0.0248892891877538 -0.844720529326208 -0.0373476409205208
mud lake sr white al ns allo allo allo_D allo_D -3.74066970008443 -0.0111218668002883 -0.240286225969744 -0.0980931645484888
pax benthic al marine bc ns allo allo allo_D allo_D -3.23582508329758 -0.69775268131518 -0.0293567171182918 -0.00217620127369655
pax benthic bea lake bc al allo allo allo_D allo_D -3.37038938018038 -0.108806113209472 -0.892023733767588 0.0340144096005726
pax benthic boot lake bc bc allo para allo_D para_D -3.37558748462047 -0.222074257674892 -0.343467612636497 -0.0168940238669128
pax benthic boot stream bc bc allo para allo_D para_D -2.81355047481964 -0.430516495498145 -0.997810380230713 0.0118088578238699
pax benthic cl marine bc ns allo allo allo_D allo_D -3.25938942472141 -0.607073400669106 -0.385595518658116 0.0287709619071734
pax benthic cl white bc ns allo allo allo_D allo_D -3.37702169440058 -0.432434051632358 -0.168094111777736 -0.0236108962419632
pax benthic constance lake bc sl allo allo allo_D allo_D -2.748225536247 -0.175132798835361 -0.556150406570038 -0.033865198622333
pax benthic constance stream bc sl allo allo allo_D allo_D -2.38250860276186 -0.271495562764436 -0.823403078598535 -0.0394720707875548
pax benthic cp marine bc ns allo allo allo_D allo_D -3.03194110516544 -0.447801486089058 -0.243446444438228 0.00189480124243598
pax benthic cr stream bc or allo allo allo_D allo_D -2.65031177759936 -0.276446086127221 -1.0315568040637 0.0923366985093418
pax benthic cs marine bc or allo allo allo_D allo_D -5.18870137989534 -0.259832007120862 0.927696006489483 0.0137385996040245
pax benthic denmark marine bc ne allo allo allo_D allo_D -4.05138527081399 -0.491418116414295 -0.0957245074148514 -0.0390262629050159
pax benthic geneva lake bc sl allo allo allo_D allo_D -2.70963764137505 -0.141093904740482 -0.554972119860042 -0.0946289593592258
pax benthic geneva stream bc sl allo allo allo_D allo_D -2.20685046991194 -0.116819185656868 -1.44607169443878 -0.0206935606593295
pax benthic hadsten lake bc ne allo allo allo_D allo_D -3.86059529970502 -0.0995468843952962 -0.0672884129871374 0.0500792602243675
pax benthic hald lake bc ne allo allo allo_D allo_D -4.07052058240976 -0.155545391013066 0.21950930904957 0.00855545474627014
pax benthic japan japansea bc jp allo allo allo_D allo_D -5.02572406639388 -0.800012613676258 1.45121278950332 -0.215642215731492
pax benthic japan marine bc jp allo allo allo_D allo_D -2.17930287957878 -1.38645839350824 -0.126414462388265 -0.0580476865313203
pax benthic joes lake bc bc allo para allo_D para_D -4.07059600827339 -0.0849009739680959 0.168815173635214 -0.0680972354882232
pax benthic joes stream bc bc allo para allo_D para_D -4.97105993884883 -0.111698093376316 0.548356758379398 0.0598785123789921
pax benthic litcampbell marine bc bc allo para allo_D para_D -3.32347833816531 -0.410855707202207 -0.545512438045607 0.0911162476915448
pax benthic ln marine bc ns allo allo allo_D allo_D -3.34301673152426 -0.420763732438287 -0.212240287285904 0.00704367831562904
pax benthic lq benthic bc bc allo para allo_S para_S -2.95576171835153 -0.340657162762409 -1.46017876046882 -0.0280778441294746
pax benthic lq limnetic bc bc allo para allo_D para_D -2.38218600756424 -0.909860571813182 -0.625800655861075 -0.109755464893308
pax benthic mariager marine bc ne allo allo allo_D allo_D -3.86205773870983 -0.0872390309874078 -0.141783933421391 -0.0551420783412704
pax benthic mh marine bc ns allo allo allo_D allo_D -2.78354247732412 -0.554374147387359 -1.30097863610591 0.0645832750820419
pax benthic mh white bc ns allo allo allo_D allo_D -4.50619450479099 -0.415527272684213 0.727374271292285 0.0113063311915505
pax benthic misty lake bc bc allo para allo_D para_D -2.09866637628799 -0.287928565615756 -1.50367222789162 -0.105417577565586
pax benthic misty stream bc bc allo para allo_D para_D -1.47230079544005 -0.167479587249055 -2.37051450701755 -0.138509221725899
pax benthic ms marine bc or allo allo allo_D allo_D -2.87897037053182 0.0334081054623702 -2.03355725661968 -0.0604980852128266
pax benthic mud lake bc al allo allo allo_D allo_D -3.39826546985649 0.0255035477723733 -1.50936470979179 0.0830886758124243
pax benthic pcr lake bc or allo allo allo_D allo_D -4.98087936487861 -0.0145649269798399 0.846394836658632 -0.137816266906887
pax benthic pl lake bc or allo allo allo_D allo_D -2.77384913466033 -0.241704751173044 -0.997381061117862 0.1194200464772
pax benthic rab marine bc al allo allo allo_D allo_D -1.77815084629988 0.0319235219068314 -2.76037103997407 -0.0655015466171443
pax benthic rb stream bc or allo allo allo_D allo_D -4.31806423776246 0.0438516635606321 -0.204353564121368 -0.142639070682328
pax benthic res marine bc al allo allo allo_D allo_D -3.98977197563314 -0.164267654887481 -0.672072317811775 0.135059949860993
pax benthic roberts lake bc bc allo para allo_D para_D -2.13383430751857 -0.538356378932556 -1.6901724441163 0.0450531993093419
pax benthic roberts stream bc bc allo para allo_D para_D -2.35675182466529 -0.214233370992802 -1.67211601867242 -0.0150110229114798
pax benthic sj marine bc or allo allo allo_D allo_D -4.20759834420952 -0.0815148803752692 0.130908540547314 -0.11976919984988
